STATE,STATENAME,ST_CASE,PEDS,PERNOTMVIT,VE_TOTAL,VE_FORMS,PVH_INVL,PERSONS,PERMVIT,COUNTY,CITY,CITYNAME,MONTH,MONTHNAME,DAY,DAYNAME,DAY_WEEK,DAY_WEEKNAME,YEAR,HOUR,HOURNAME,MINUTE,MINUTENAME,TWAY_ID,TWAY_ID2,ROUTE,ROUTENAME,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,NHS,NHSNAME,SP_JUR,SP_JURNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,REL_ROAD,REL_ROADNAME,WRK_ZONE,WRK_ZONENAME,LGT_COND,LGT_CONDNAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,COUNTYNAME,FATALS,young,old,drink,truck,old_car
53,Washington,530158,0,0,4,4,0,4,4,11,1860,RIDGEFIELD,5,May,29,29,7,Saturday,2021,23,11:00pm-11:59pm,0,0,I-5,,1,Interstate,1,Rural,1,Interstate,1,State Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,138,138,45.81017778,45.81017778,-122.6830889,-122.6830889,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,CLARK (11),1,1,0,0,0,1
53,Washington,530159,0,0,1,1,0,1,1,53,0,NOT APPLICABLE,5,May,28,28,6,Friday,2021,22,10:00pm-10:59pm,14,14,SR-507,,3,State Highway,1,Rural,4,Minor Arterial,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,427,427,47.06755556,47.06755556,-122.4434806,-122.4434806,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),PIERCE (53),1,0,0,0,0,0
53,Washington,530160,0,0,1,1,0,1,1,59,0,NOT APPLICABLE,5,May,30,30,1,Sunday,2021,21,9:00pm-9:59pm,48,48,SR-14,,3,State Highway,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,256,256,45.58674167,45.58674167,-122.1888056,-122.1888056,39,Wall,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),SKAMANIA (59),1,0,0,0,1,1
53,Washington,530161,0,0,3,3,0,5,5,63,2110,SPOKANE,5,May,29,29,7,Saturday,2021,23,11:00pm-11:59pm,41,41,US-2,,2,U.S. Highway,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,2733,2733,47.64308889,47.64308889,-117.5159528,-117.5159528,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,SPOKANE (63),2,0,1,0,0,0
53,Washington,530162,1,1,1,1,0,1,1,45,0,NOT APPLICABLE,5,May,31,31,2,Monday,2021,15,3:00pm-3:59pm,22,22,CR-E SATSOP RD W,,4,County Road,1,Rural,6,Minor Collector,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,99999,Unknown,47.08896944,47.08896944,-123.4723972,-123.4723972,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,MASON (45),1,0,0,0,0,1
53,Washington,530163,1,1,3,2,1,4,4,77,0,NOT APPLICABLE,5,May,15,15,7,Saturday,2021,1,1:00am-1:59am,30,30,SR-823,,3,State Highway,2,Urban,4,Minor Arterial,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,53,53,46.67979722,46.67979722,-120.4884333,-120.4884333,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,2,Maintenance,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,YAKIMA (77),1,0,0,0,0,0
53,Washington,530165,1,1,1,1,0,2,2,61,0,NOT APPLICABLE,6,June,1,1,3,Tuesday,2021,22,10:00pm-10:59pm,26,26,SR-525,,3,State Highway,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,36,36,47.881275,47.881275,-122.2789833,-122.2789833,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,SNOHOMISH (61),1,0,0,0,0,0
53,Washington,530166,1,1,1,1,0,2,2,53,0,NOT APPLICABLE,6,June,9,9,4,Wednesday,2021,0,0:00am-0:59am,36,36,CR-224TH ST E,,4,County Road,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,44,44,47.05325833,47.05325833,-122.3102861,-122.3102861,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),PIERCE (53),1,1,0,0,0,1
53,Washington,530167,1,1,1,1,0,1,1,33,1030,KENT,6,June,8,8,3,Tuesday,2021,14,2:00pm-2:59pm,18,18,SR-181,WASHINGTON AVE N,3,State Highway,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,2,2,47.38134722,47.38134722,-122.2473611,-122.2473611,15,Non-Motorist on Personal Conveyance,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),KING (33),1,0,0,0,1,0
53,Washington,530168,0,0,3,3,0,4,4,5,1850,RICHLAND,6,June,9,9,4,Wednesday,2021,16,4:00pm-4:59pm,12,12,LESLIE RD,,6,Local Street - Municipality,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,0,None,46.23605,46.23605,-119.2607028,-119.2607028,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,BENTON (5),1,0,0,0,0,0
53,Washington,530169,0,0,1,1,0,1,1,25,0,NOT APPLICABLE,6,June,9,9,4,Wednesday,2021,10,10:00am-10:59am,9,9,SR-28,,3,State Highway,1,Rural,4,Minor Arterial,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,548,548,47.35788333,47.35788333,-119.5120694,-119.5120694,38,Fence,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),GRANT (25),1,1,0,0,0,1
53,Washington,530170,0,0,2,2,0,2,2,27,0,NOT APPLICABLE,6,June,7,7,2,Monday,2021,16,4:00pm-4:59pm,38,38,SR-105,,3,State Highway,1,Rural,4,Minor Arterial,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,396,396,46.917725,46.917725,-123.9581083,-123.9581083,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),GRAYS HARBOR (27),2,1,0,0,0,0
53,Washington,530171,1,1,1,1,0,2,2,67,0,NOT APPLICABLE,6,June,2,2,4,Wednesday,2021,11,11:00am-11:59am,23,23,SR-8,SUMMIIT LAKE RD NW,3,State Highway,1,Rural,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,134,134,47.04839444,47.04839444,-123.1454611,-123.1454611,9,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,THURSTON (67),1,1,0,0,0,1
53,Washington,530172,0,0,2,2,0,2,2,33,735,FEDERAL WAY,6,June,8,8,3,Tuesday,2021,17,5:00pm-5:59pm,19,19,SR-99,1ST AVE S,3,State Highway,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,27,27,47.26606389,47.26606389,-122.3347944,-122.3347944,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,3,Intersection-Related,4,Y-Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,KING (33),1,1,0,0,0,0
53,Washington,530173,0,0,2,2,0,3,3,53,0,NOT APPLICABLE,6,June,12,12,7,Saturday,2021,23,11:00pm-11:59pm,20,20,CR-SPANAWAY LOOP RD S,,4,County Road,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,35,35,47.13788333,47.13788333,-122.4590444,-122.4590444,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,3,Dark - Lighted,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,PIERCE (53),1,0,1,0,0,0
53,Washington,530174,0,0,1,1,0,2,2,63,0,NOT APPLICABLE,6,June,10,10,5,Thursday,2021,19,7:00pm-7:59pm,4,4,CR-S THOMAS MALLEN RD,,4,County Road,1,Rural,7,Local,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,22,22,47.59512778,47.59512778,-117.5402222,-117.5402222,38,Fence,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,SPOKANE (63),1,0,0,0,0,1
53,Washington,530175,0,0,1,1,0,1,1,63,0,NOT APPLICABLE,6,June,13,13,1,Sunday,2021,19,7:00pm-7:59pm,4,4,CR-E BELMONT RD,,4,County Road,1,Rural,7,Local,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,31,31,47.56873333,47.56873333,-117.1578056,-117.1578056,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),SPOKANE (63),1,0,0,0,0,1
53,Washington,530176,4,4,2,1,1,1,1,33,1960,SEATTLE,6,June,13,13,1,Sunday,2021,1,1:00am-1:59am,19,19,I-5,,1,Interstate,2,Urban,1,Interstate,1,State Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,1632,1632,47.57539722,47.57539722,-122.3199611,-122.3199611,25,Concrete Traffic Barrier,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,3,On Median,0,None,3,Dark - Lighted,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,KING (33),1,0,0,0,0,1
53,Washington,530178,0,0,2,2,0,2,2,55,0,NOT APPLICABLE,5,May,31,31,2,Monday,2021,17,5:00pm-5:59pm,16,16,CR-BEAVERTON VALLEY RD,,4,County Road,1,Rural,5,Major Collector,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,99999,Unknown,48.544925,48.544925,-123.0785833,-123.0785833,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,SAN JUAN (55),1,0,0,1,0,0
53,Washington,530179,1,1,1,1,0,1,1,61,0,NOT APPLICABLE,6,June,6,6,1,Sunday,2021,0,0:00am-0:59am,2,2,CR-128TH ST SW,8TH AVE W,4,County Road,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,9,9,47.8819,47.8819,-122.2442167,-122.2442167,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,1,On Roadway,0,None,3,Dark - Lighted,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,SNOHOMISH (61),1,1,0,0,1,0
53,Washington,530180,0,0,1,1,0,2,2,53,210,BUCKLEY,6,June,10,10,5,Thursday,2021,0,0:00am-0:59am,1,1,SR-410,SR-165,3,State Highway,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,119,119,47.15806111,47.15806111,-122.0363639,-122.0363639,59,Traffic Sign Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,3,T-Intersection,4,On Roadside,0,None,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,PIERCE (53),1,0,0,0,0,0
53,Washington,530181,0,0,1,1,0,1,1,71,2390,WALLA WALLA,6,June,6,6,1,Sunday,2021,4,4:00am-4:59am,8,8,S HOWARD ST,,6,Local Street - Municipality,2,Urban,7,Local,4,City or Municipal Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,0,None,46.065375,46.065375,-118.3251194,-118.3251194,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,2,Dark - Not Lighted,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),WALLA WALLA (71),1,0,0,1,0,0
53,Washington,530183,0,0,2,2,0,2,2,41,0,NOT APPLICABLE,6,June,18,18,6,Friday,2021,15,3:00pm-3:59pm,45,45,US-12,YOUNG RD,2,U.S. Highway,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,1171,1171,46.53407222,46.53407222,-121.9078,-121.9078,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,LEWIS (41),1,0,0,1,1,0
53,Washington,530184,0,0,2,2,0,5,5,11,0,NOT APPLICABLE,6,June,14,14,2,Monday,2021,13,1:00pm-1:59pm,28,28,SR-503,,3,State Highway,1,Rural,4,Minor Arterial,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,146,146,45.87146111,45.87146111,-122.516425,-122.516425,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,1,Daylight,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,CLARK (11),3,0,0,0,0,0
53,Washington,530185,0,0,1,1,0,1,1,33,1960,SEATTLE,5,May,28,28,6,Friday,2021,12,12:00pm-12:59pm,46,46,MILITARY RD S,,6,Local Street - Municipality,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,0,None,47.5346,47.5346,-122.2949,-122.2949,41,Shrubbery,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,KING (33),1,1,0,0,0,0
53,Washington,530186,0,0,2,2,0,5,5,33,735,FEDERAL WAY,6,June,15,15,3,Tuesday,2021,19,7:00pm-7:59pm,8,8,SR-99,374TH ST,3,State Highway,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,27,27,47.26611667,47.26611667,-122.3347333,-122.3347333,12,Motor Vehicle In-Transport,6,Angle,0,No,3,Intersection-Related,3,T-Intersection,1,On Roadway,0,None,5,Dusk,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,KING (33),2,0,0,0,0,0
53,Washington,530187,0,0,1,1,0,1,1,33,1960,SEATTLE,5,May,28,28,6,Friday,2021,21,9:00pm-9:59pm,7,7,W SEATTLE BRG E,,6,Local Street - Municipality,2,Urban,2,Principal Arterial - Other Freeways and Expressways,4,City or Municipal Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,0,None,47.57078611,47.57078611,-122.3279028,-122.3279028,25,Concrete Traffic Barrier,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,5,Entrance/Exit Ramp Related,1,Not an Intersection,4,On Roadside,0,None,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),KING (33),1,0,0,0,0,1
53,Washington,530188,0,0,2,2,0,2,2,35,0,NOT APPLICABLE,1,January,25,25,2,Monday,2021,7,7:00am-7:59am,59,59,SR-3,PIONEER HILL RD NW,3,State Highway,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,548,548,47.78395556,47.78395556,-122.6512417,-122.6512417,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,KITSAP (35),1,0,0,0,0,0
53,Washington,530189,0,0,1,1,0,2,2,63,2110,SPOKANE,6,June,22,22,3,Tuesday,2021,2,2:00am-2:59am,54,54,SR-290,,3,State Highway,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,16,16,47.66228611,47.66228611,-117.3759306,-117.3759306,40,Fire Hydrant,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,SPOKANE (63),1,1,0,0,0,1
53,Washington,530190,0,0,2,2,0,8,8,25,0,NOT APPLICABLE,6,June,13,13,1,Sunday,2021,15,3:00pm-3:59pm,37,37,CR-DODSON RD N,RD 4 NW,4,County Road,1,Rural,5,Major Collector,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,99999,Unknown,47.14794167,47.14794167,-119.5554361,-119.5554361,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,None,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,GRANT (25),1,1,0,0,0,1
53,Washington,530191,1,1,1,1,0,1,1,15,0,NOT APPLICABLE,6,June,22,22,3,Tuesday,2021,20,8:00pm-8:59pm,45,45,I-5,,1,Interstate,1,Rural,1,Interstate,1,State Highway Agency,1,This section IS ON the NHS,0,No Special Jurisdiction,243,243,45.94416111,45.94416111,-122.7786028,-122.7786028,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,COWLITZ (15),1,0,0,0,0,0
53,Washington,530192,0,0,2,2,0,2,2,29,0,NOT APPLICABLE,6,June,12,12,7,Saturday,2021,18,6:00pm-6:59pm,20,20,CR-RACE RD,,4,County Road,1,Rural,6,Minor Collector,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,99999,Unknown,48.18120278,48.18120278,-122.5908972,-122.5908972,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,ISLAND (29),1,0,0,1,0,0
53,Washington,530193,0,0,1,1,0,1,1,57,0,NOT APPLICABLE,6,June,22,22,3,Tuesday,2021,18,6:00pm-6:59pm,40,40,CR-CONCRETE SAUK VALLEY,,4,County Road,1,Rural,6,Minor Collector,2,County Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,99999,Unknown,48.51821389,48.51821389,-121.7471083,-121.7471083,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,SKAGIT (57),1,0,0,0,0,0
53,Washington,530194,1,1,1,1,0,1,1,33,1960,SEATTLE,6,June,18,18,6,Friday,2021,19,7:00pm-7:59pm,32,32,SR-509,,3,State Highway,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,0,This section IS NOT on the NHS,0,No Special Jurisdiction,343,343,47.52488056,47.52488056,-122.3334889,-122.3334889,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,None,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,KING (33),1,0,0,0,0,1
